Unnamed: 0,date,language_x,userid,level,word,guess,success,flight,success_rate,offered,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket,model_prediction,model_correct,dob,country,language_y
9060,10/31/2018 0:21,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,mile,milla,True, languagerank,50.0,8,13887,889.0,NN,12,0.17021276600000002,6,2,45.45454545,mile,427625,5,False,False,1/1/2006,Colombia,Spanish
11934,10/31/2018 0:20,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,stretch,tramo,True, languagerank,0.0,3,13173,3759.0,NN,30,0.25531914899999997,3,2,72.72727273,stretch,223001,10,True,True,1/1/2006,Colombia,Spanish
12305,10/31/2018 0:25,zh,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,attitude,actitud,False, languagerank,80.0,5,10940,2401.0,NN,12,0.212765957,5,2,54.54545455,attitude,392269,2,True,False,1/1/2006,Colombia,Spanish
12854,10/31/2018 0:16,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,losing,perdiendo,True, languagerank,57.14285714,7,12798,431.0,VBG,24,0.36170212799999996,3,2,72.72727273,lose,557947,5,True,True,1/1/2006,Colombia,Spanish
18076,10/30/2018 23:41,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,snapped,chatear,False, languagerank,20.0,5,17700,8322.0,VBD,2,0.042553191,3,1,72.72727273,snap,67161,8,True,False,1/1/2006,Colombia,Spanish
19608,10/31/2018 0:25,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,cookies,galletas,True, languagerank,75.0,12,10644,2011.0,NNS,24,0.14893617,5,2,54.54545455,cookie,426760,3,True,True,1/1/2006,Colombia,Spanish
19954,10/30/2018 23:46,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,behind,bien benida,False, languagerank,44.44444444,27,10795,3160.0,IN,551,0.893617021,1,1,90.90909091,behind,1974713,6,True,False,1/1/2006,Colombia,Spanish
27817,10/31/2018 0:16,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,till,hasta,True, languagerank,4.7619047619999995,21,9839,5470.0,NN,41,0.489361702,2,2,81.81818182,till,198888,10,True,True,1/1/2006,Colombia,Spanish
35354,10/31/2018 0:24,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,boy,niÃ±o,True, languagerank,60.71428571,28,10028,1025.0,NN,447,0.872340426,1,2,90.90909091,boy,803733,4,True,True,1/1/2006,Colombia,Spanish
40203,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,distance,distancia,True, languagerank,61.11111111,18,12393,1327.0,NN,110,0.595744681,1,1,90.90909091,distance,998059,4,True,True,1/1/2006,Colombia,Spanish
40398,10/30/2018 23:45,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,alpha,alfa,True, languagerank,50.0,2,15253,4177.0,NN,63,0.08510638300000001,4,2,63.63636364,alpha,238611,5,True,True,1/1/2006,Colombia,Spanish
48573,10/31/2018 0:26,zh,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,immediately,inmediato,False, languagerank,62.5,24,9902,1116.0,RB,71,0.5106382979999999,2,1,81.81818182,immediately,1396628,4,True,False,1/1/2006,Colombia,Spanish
50850,10/31/2018 0:23,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,solution,solucion,True, languagerank,75.0,8,9853,485.0,NN,4,0.063829787,9,2,18.18181818,solution,1774469,3,False,False,1/1/2006,Colombia,Spanish
51016,10/30/2018 23:41,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,battle,botella,False, languagerank,54.16666667,24,10209,4743.0,NN,45,0.404255319,2,1,81.81818182,battle,942038,5,True,False,1/1/2006,Colombia,Spanish
52066,10/30/2018 23:42,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,public,publico,True, languagerank,50.0,6,11556,439.0,NN,12,0.191489362,5,2,54.54545455,public,3333349,5,True,True,1/1/2006,Colombia,Spanish
55468,10/31/2018 0:18,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,charged,cargado,True, languagerank,66.66666667,6,15233,1258.0,VBN,5,0.106382979,9,2,18.18181818,charge,694380,4,False,False,1/1/2006,Colombia,Spanish
59607,10/31/2018 0:22,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,warmed,humedo,False, languagerank,20.0,15,17670,3780.0,VBN,3,0.042553191,2,2,81.81818182,warm,42743,8,True,False,1/1/2006,Colombia,Spanish
63702,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,free,gratis,True, languagerank,40.0,20,12241,247.0,JJ,163,0.8297872340000001,1,2,90.90909091,free,5445297,6,True,True,1/1/2006,Colombia,Spanish
66785,10/30/2018 23:44,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,shall,deberÃ­amos,False, languagerank,7.692307692000001,26,10490,669.0,MD,93,0.617021277,2,2,81.81818182,shall,2276790,10,True,False,1/1/2006,Colombia,Spanish
71297,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,wonderful,madre,False, languagerank,52.63157895,19,12394,1339.0,NN,92,0.595744681,2,1,81.81818182,wonderful,1113273,5,True,False,1/1/2006,Colombia,Spanish
87258,10/30/2018 23:43,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,legs,piernas,True, languagerank,57.14285714,28,12422,1333.0,NNS,107,0.574468085,1,1,90.90909091,leg,583535,5,True,True,1/1/2006,Colombia,Spanish
91022,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,vast,veloz,False, languagerank,0.0,1,11156,2629.0,NN,22,0.17021276600000002,4,1,63.63636364,vast,487361,10,True,False,1/1/2006,Colombia,Spanish
92373,10/31/2018 0:23,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,yourself,tu mismo,True, languagerank,16.66666667,24,12246,618.0,PRP,126,0.808510638,1,2,90.90909091,yourself,2462497,9,True,True,1/1/2006,Colombia,Spanish
95120,10/31/2018 0:16,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,peoples,gente,True, languagerank,17.39130435,23,16107,74.0,NNS,2,0.042553191,1,2,90.90909091,people,312055,9,True,True,1/1/2006,Colombia,Spanish
97219,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,normally,normal,False, languagerank,0.0,6,14314,1793.0,RB,7,0.14893617,7,2,36.36363636,normally,780736,10,False,True,1/1/2006,Colombia,Spanish
99238,10/30/2018 23:39,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,running,correr,False, languagerank,37.5,16,12276,202.0,VBG,184,0.765957447,1,2,90.90909091,run,1925277,7,True,False,1/1/2006,Colombia,Spanish
101993,10/31/2018 0:18,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,excellent,exelente,True, languagerank,77.77777778,9,11817,933.0,NN,34,0.36170212799999996,3,2,72.72727273,excellent,1659061,3,True,True,1/1/2006,Colombia,Spanish
105571,10/31/2018 0:19,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,stole,robado,False, languagerank,25.0,4,13184,2201.0,NN,26,0.25531914899999997,4,1,63.63636364,steal,91466,8,True,False,1/1/2006,Colombia,Spanish
106748,10/30/2018 23:38,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,realities,relatos,False, languagerank,42.85714286,7,16719,1361.0,NNS,2,0.021276596000000002,6,1,45.45454545,reality,74747,6,False,True,1/1/2006,Colombia,Spanish
108710,10/30/2018 23:46,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,destiny,destino,True, languagerank,57.14285714,7,13397,6116.0,NN,29,0.212765957,4,1,63.63636364,destiny,125929,5,True,True,1/1/2006,Colombia,Spanish
112939,10/31/2018 0:23,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,said,dicho,False, languagerank,50.0,16,9522,46.0,VBD,341,0.9361702129999999,1,1,90.90909091,say,15125504,5,True,False,1/1/2006,Colombia,Spanish
114267,10/30/2018 23:45,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,lettuce,verdura,False, languagerank,37.5,8,9986,8808.0,NN,0,0.0,3,1,72.72727273,lettuce,65900,7,True,False,1/1/2006,Colombia,Spanish
114268,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,lettuce,lechuga,True, languagerank,37.5,8,9986,8808.0,NN,0,0.0,3,1,72.72727273,lettuce,65900,7,True,True,1/1/2006,Colombia,Spanish
114811,10/31/2018 0:20,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,3,chases,persigue,True, ,4.7619047619999995,21,12687,5552.0,NNS,44,0.404255319,2,3,81.81818182,chase,16635,10,True,True,1/1/2006,Colombia,Spanish
122619,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,where,donde,False, languagerank,54.54545455,22,9536,220.0,WRB,980,0.957446809,1,1,90.90909091,where,6834712,5,True,False,1/1/2006,Colombia,Spanish
122923,10/31/2018 0:16,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,shot,disparo,True, languagerank,33.33333333,21,9829,1130.0,NN,128,0.723404255,1,2,90.90909091,shoot,601640,7,True,True,1/1/2006,Colombia,Spanish
129784,10/30/2018 23:41,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,pleasures,placee,False, languagerank,25.0,4,17365,2847.0,N,0,0.0,5,1,54.54545455,pleasure,49529,8,True,False,1/1/2006,Colombia,Spanish
133078,10/30/2018 23:39,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,right,puta,False, languagerank,62.96296296,27,9548,403.0,NN,1499,0.957446809,1,2,90.90909091,right,2725582,4,True,False,1/1/2006,Colombia,Spanish
135826,10/30/2018 23:43,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,people,gente,True, languagerank,47.61904762,21,9626,74.0,NNS,256,0.8297872340000001,1,1,90.90909091,people,17630002,6,True,True,1/1/2006,Colombia,Spanish
139452,10/30/2018 23:43,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,sun,sol,True, languagerank,66.66666667,30,10050,1183.0,NN,112,0.6808510640000001,1,1,90.90909091,sun,1272530,4,True,True,1/1/2006,Colombia,Spanish
140199,10/30/2018 23:39,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,hopefully,puta,False, languagerank,42.85714286,7,14702,2182.0,RB,6,0.127659574,8,2,27.27272727,hopefully,614758,6,False,True,1/1/2006,Colombia,Spanish
141716,10/31/2018 0:26,zh,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,carved,cerveza,False, languagerank,0.0,5,15087,5995.0,VBN,6,0.106382979,8,2,27.27272727,carve,66956,10,False,True,1/1/2006,Colombia,Spanish
145480,10/30/2018 23:41,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,knowing,madre,False, languagerank,50.0,8,12936,73.0,VBG,22,0.319148936,4,1,63.63636364,know,747079,5,True,False,1/1/2006,Colombia,Spanish
153958,10/30/2018 23:45,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,if,if,False, languagerank,62.96296296,27,9510,30.0,IN,1051,1.0,1,1,90.90909091,if,44780675,4,True,False,1/1/2006,Colombia,Spanish
162746,10/31/2018 0:24,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,11,shalt,madre,False, languagerank,14.28571429,21,16332,669.0,NN,2,0.021276596000000002,2,11,0.0,shall,39683,9,False,True,1/1/2006,Colombia,Spanish
162747,10/31/2018 0:18,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,11,shalt,j,False, languagerank,14.28571429,21,16332,669.0,NN,2,0.021276596000000002,2,11,0.0,shall,39683,9,False,True,1/1/2006,Colombia,Spanish
165983,10/30/2018 23:44,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,victory,victoria,True, languagerank,76.92307692,13,13177,2059.0,NN,28,0.25531914899999997,3,1,72.72727273,victory,569542,3,True,True,1/1/2006,Colombia,Spanish
167252,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,wrong,madre,False, languagerank,15.0,20,9661,12116.0,JJ,212,0.872340426,1,1,90.90909091,wrong,1541468,9,True,False,1/1/2006,Colombia,Spanish
173589,10/31/2018 0:25,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,5,hide,scholl,False, languagerank,14.28571429,21,12326,10488.0,NN,65,0.6808510640000001,2,5,81.81818182,hide,351437,9,True,False,1/1/2006,Colombia,Spanish
173590,10/31/2018 0:15,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,5,hide,esconder,True, languagerank,14.28571429,21,12326,10488.0,NN,65,0.6808510640000001,2,5,81.81818182,hide,351437,9,True,True,1/1/2006,Colombia,Spanish
175084,10/31/2018 0:21,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,eight,ocho,True, languagerank,57.14285714,7,9560,1422.0,CD,28,0.404255319,3,2,72.72727273,eight,1041747,5,True,True,1/1/2006,Colombia,Spanish
176590,10/30/2018 23:43,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,get,ger,False, languagerank,27.586206899999997,29,10424,40.0,VB,1830,0.978723404,1,1,90.90909091,get,20973573,8,True,False,1/1/2006,Colombia,Spanish
180615,10/30/2018 23:47,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,tie,nudo,False, languagerank,25.0,8,10632,3193.0,NN,29,0.319148936,3,2,72.72727273,tie,199952,8,True,False,1/1/2006,Colombia,Spanish
182597,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,chain,cadena,True, languagerank,30.76923077,26,12685,11357.0,NN,45,0.404255319,2,2,81.81818182,chain,698676,7,True,True,1/1/2006,Colombia,Spanish
189625,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,poor,pobre,True, languagerank,45.45454545,22,12401,1244.0,JJ,84,0.595744681,2,2,81.81818182,poor,1158803,6,True,True,1/1/2006,Colombia,Spanish
194155,10/30/2018 23:47,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,sciences,ciencia,False, languagerank,42.85714286,7,16333,671.0,NNS,1,0.021276596000000002,5,1,54.54545455,science,364220,6,True,False,1/1/2006,Colombia,Spanish
194157,10/31/2018 0:24,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,sciences,cientifico,False, languagerank,42.85714286,7,16333,671.0,NNS,1,0.021276596000000002,5,1,54.54545455,science,364220,6,True,False,1/1/2006,Colombia,Spanish
194718,10/31/2018 0:15,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,conditions,condiciones,True, languagerank,16.66666667,6,16235,434.0,NNS,3,0.063829787,9,2,18.18181818,condition,2087920,9,False,False,1/1/2006,Colombia,Spanish
200388,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,peace,paz,True, languagerank,72.72727273,11,9898,1666.0,NN,28,0.276595745,3,1,72.72727273,peace,853765,3,True,True,1/1/2006,Colombia,Spanish
200953,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,directly,directo,False, languagerank,16.66666667,6,12697,857.0,RB,36,0.404255319,3,1,72.72727273,directly,1833444,9,True,False,1/1/2006,Colombia,Spanish
203407,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,covers,conversar,False, languagerank,27.27272727,22,12565,502.0,NNS,58,0.46808510600000003,2,2,81.81818182,cover,449962,8,True,False,1/1/2006,Colombia,Spanish
208284,10/31/2018 0:21,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,curious,curioso,True, languagerank,28.57142857,7,10866,3236.0,JJ,15,0.191489362,5,2,54.54545455,curious,356669,8,True,True,1/1/2006,Colombia,Spanish
208807,10/31/2018 0:19,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,super,super,False, languagerank,14.28571429,7,13099,1169.0,NN,22,0.276595745,4,2,63.63636364,super,1326874,9,True,False,1/1/2006,Colombia,Spanish
211787,10/31/2018 0:18,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,change,cambio,True, languagerank,46.42857143,28,12285,275.0,NN,101,0.7446808509999999,1,2,90.90909091,change,2919032,6,True,True,1/1/2006,Colombia,Spanish
221604,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,mention,menciÃ³n,True, languagerank,71.42857143,7,10893,4690.0,NN,27,0.34042553200000003,3,1,72.72727273,mention,624980,3,True,True,1/1/2006,Colombia,Spanish
225201,10/31/2018 0:17,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,brave,valiente,True, languagerank,28.57142857,7,10853,5531.0,NN,34,0.34042553200000003,3,1,72.72727273,brave,146478,8,True,True,1/1/2006,Colombia,Spanish
225980,10/31/2018 0:24,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,1,mission,mision,True, languagerank,80.0,10,13065,1241.0,NN,34,0.276595745,3,1,72.72727273,mission,1047386,2,True,True,1/1/2006,Colombia,Spanish
226127,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,terminated,terminado,True, languagerank,50.0,4,15541,4481.0,VBN,11,0.063829787,8,2,27.27272727,terminate,76824,5,False,False,1/1/2006,Colombia,Spanish
226128,10/30/2018 23:39,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,2,terminated,termineitor,False, languagerank,50.0,4,15541,4481.0,VBN,11,0.063829787,8,2,27.27272727,terminate,76824,5,False,True,1/1/2006,Colombia,Spanish
231073,10/31/2018 0:21,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,3,enjoy,disfrutar,True, languagerank,25.0,8,11571,402.0,NN,33,0.446808511,3,3,72.72727273,enjoy,2344792,8,True,True,1/1/2006,Colombia,Spanish
231854,10/30/2018 23:41,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,10,blueberry,celular azul,False, languagerank,0.0,7,12108,7856.0,NN,9,0.063829787,9,10,18.18181818,blueberry,37659,10,False,True,1/1/2006,Colombia,Spanish
233425,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,4,blackcurrant,pu,False, languagerank,44.44444444,9,12129,32263.0,,0,0.0,11,4,0.0,blackcurrant,3811,6,False,True,1/1/2006,Colombia,Spanish
233426,10/31/2018 0:21,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,4,blackcurrant,grosella negra,True, languagerank,44.44444444,9,12129,32263.0,,0,0.0,11,4,0.0,blackcurrant,3811,6,False,False,1/1/2006,Colombia,Spanish
233651,10/30/2018 23:46,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,7,saucepan,sacerdote,False, languagerank,0.0,6,12145,10756.0,,0,0.0,11,7,0.0,saucepan,46015,10,False,True,1/1/2006,Colombia,Spanish
233652,10/30/2018 23:42,af,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,7,saucepan,pan,False, languagerank,0.0,6,12145,10756.0,,0,0.0,11,7,0.0,saucepan,46015,10,False,True,1/1/2006,Colombia,Spanish
233656,10/30/2018 23:43,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,9,tray,tray,False, languagerank,100.0,3,10176,4320.0,NN,13,0.021276596000000002,10,9,9.090909091,tray,175742,0,False,True,1/1/2006,Colombia,Spanish
233657,10/30/2018 23:40,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,9,tray,tray,False, languagerank,100.0,3,10176,4320.0,NN,13,0.021276596000000002,10,9,9.090909091,tray,175742,0,False,True,1/1/2006,Colombia,Spanish
233658,10/31/2018 0:23,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,9,tray,trayecto,False, languagerank,100.0,3,10176,4320.0,NN,13,0.021276596000000002,10,9,9.090909091,tray,175742,0,False,True,1/1/2006,Colombia,Spanish
233689,10/31/2018 0:26,zh,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,4,colander,colander,False, languagerank,50.0,4,12153,24427.0,NN,0,0.0,6,4,45.45454545,colander,7560,5,False,True,1/1/2006,Colombia,Spanish
233690,10/31/2018 0:16,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,4,colander,colador,True, languagerank,50.0,4,12153,24427.0,NN,0,0.0,6,4,45.45454545,colander,7560,5,False,False,1/1/2006,Colombia,Spanish
233691,10/31/2018 0:19,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,3,assume,asumir,True, languagerank,66.66666667,12,11172,1199.0,VB,8,0.106382979,8,3,27.27272727,assume,600953,4,False,False,1/1/2006,Colombia,Spanish
233695,10/31/2018 0:19,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,3,burdens,f,False, languagerank,25.0,8,17759,4134.0,N,0,0.0,9,3,18.18181818,burden,35010,8,False,True,1/1/2006,Colombia,Spanish
233699,10/31/2018 0:19,es,3c39c8a5-1081-4ac8-9048-b1773d0d1b62,3,education,educaciÃ³n,True, languagerank,80.0,5,10296,453.0,NN,1,0.021276596000000002,10,3,9.090909091,education,3194798,2,False,False,1/1/2006,Colombia,Spanish
1542,11/11/2018 8:21,iw,68622577-5e59-4fdb-91bf-99d4e955129f,1,train,fireball,False, languagerank,51.85185185,27,9695,1833.0,NN,103,0.34042553200000003,2,1,81.81818182,train,357236,5,True,False,1/1/2008,Israel,Hebrew
69783,11/11/2018 8:21,iw,68622577-5e59-4fdb-91bf-99d4e955129f,1,have,tell,False, languagerank,61.29032258,31,9507,10.0,VB,1951,1.0,1,1,90.90909091,have,67939232,4,True,False,1/1/2008,Israel,Hebrew
82638,11/11/2018 8:23,iw,68622577-5e59-4fdb-91bf-99d4e955129f,2,arm,×–×¨×•×¢,True, languagerank,41.17647059,17,10053,6504.0,NN,195,0.574468085,1,2,90.90909091,arm,645604,6,True,True,1/1/2008,Israel,Hebrew
89000,11/11/2018 8:21,iw,68622577-5e59-4fdb-91bf-99d4e955129f,2,lost,lost,False, languagerank,33.33333333,21,12275,431.0,VBN,178,0.765957447,1,2,90.90909091,lose,1621717,7,True,False,1/1/2008,Israel,Hebrew
92890,11/11/2018 8:22,iw,68622577-5e59-4fdb-91bf-99d4e955129f,1,bulb,bulb,False, languagerank,40.0,5,13871,3651.0,NN,13,0.17021276600000002,5,1,54.54545455,bulb,148067,6,True,False,1/1/2008,Israel,Hebrew
110274,11/11/2018 8:22,iw,68622577-5e59-4fdb-91bf-99d4e955129f,1,winged,×ž×›×•× ×£,True, languagerank,50.0,6,14740,28160.0,VBD,24,0.106382979,5,1,54.54545455,winged,22121,5,True,True,1/1/2008,Israel,Hebrew
173016,11/11/2018 8:22,iw,68622577-5e59-4fdb-91bf-99d4e955129f,2,rivers,× ×”×¨×™×,True, languagerank,57.14285714,7,16583,1091.0,NNS,2,0.021276596000000002,3,2,72.72727273,river,169816,5,True,True,1/1/2008,Israel,Hebrew
220322,11/11/2018 8:22,iw,68622577-5e59-4fdb-91bf-99d4e955129f,2,lounges,×¨×™××•×ª,False, languagerank,0.0,5,17787,4245.0,N,0,0.0,7,2,36.36363636,lounge,31658,10,False,True,1/1/2008,Israel,Hebrew
225852,11/11/2018 8:21,iw,68622577-5e59-4fdb-91bf-99d4e955129f,2,admitted,traun,False, languagerank,50.0,2,16889,1669.0,V,0,0.0,4,2,63.63636364,admit,336270,5,True,False,1/1/2008,Israel,Hebrew
1558,11/9/2018 14:55,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,1,train,Ð²Ð»Ð°Ðº,True, noflight,51.85185185,27,9695,1833.0,NN,103,0.34042553200000003,2,1,81.81818182,train,357236,5,True,True,1/1/1974,Afghanistan,
84483,11/9/2018 14:56,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,1,dirt,Ð´Ð¸ÑƒÑ€,False, noflight,34.61538462,26,10063,3570.0,NN,71,0.34042553200000003,2,1,81.81818182,dirt,311108,7,True,False,1/1/1974,Afghanistan,
116278,11/9/2018 14:54,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,1,bring,masa,False, noflight,23.52941176,17,9993,238.0,NN,149,0.85106383,1,1,90.90909091,bring,2655635,8,True,False,1/1/1974,Afghanistan,
144945,11/9/2018 14:56,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,3,mess,Ð¼ÐµÑÐ¾,False, noflight,15.38461538,26,12415,4552.0,NN,52,0.595744681,2,3,81.81818182,mess,245043,9,True,False,1/1/1974,Afghanistan,
148186,11/9/2018 14:54,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,3,yet,Ñ‡Ð¾,False, noflight,20.68965517,29,10792,382.0,RB,138,0.872340426,1,3,90.90909091,yet,3743895,8,True,False,1/1/1974,Afghanistan,
232577,11/9/2018 14:54,bg,2339b3a5-a838-4cf4-ba69-d33055f28e64,7,surfaced,ÑƒÑÐ»ÑƒÐ³Ð°,False, noflight,0.0,14,18317,10612.0,VBD,1,0.021276596000000002,2,7,81.81818182,surface,35996,10,True,False,1/1/1974,Afghanistan,
1578,12/18/2018 22:45,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,1,train,entrenar,False, noflight,51.85185185,27,9695,1833.0,NN,103,0.34042553200000003,2,1,81.81818182,train,357236,5,True,False,1/1/1989,Colombia,
76833,12/18/2018 22:45,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,2,join,unirse,True, noflight,18.18181818,22,9798,581.0,NN,66,0.617021277,2,2,81.81818182,join,1343686,9,True,True,1/1/1989,Colombia,
83086,12/18/2018 22:44,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,3,swung,oscilado,False, noflight,0.0,23,17913,4723.0,NN,4,0.08510638300000001,2,3,81.81818182,swing,30358,10,True,False,1/1/1989,Colombia,
98355,12/18/2018 22:46,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,1,come,vamos,False, noflight,65.51724138,29,9997,87.0,VB,1395,0.978723404,1,1,90.90909091,come,6461875,4,True,False,1/1/1989,Colombia,
116519,12/18/2018 22:46,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,2,appear,manzana,False, noflight,21.05263158,19,11562,455.0,VB,48,0.5106382979999999,2,2,81.81818182,appear,1304515,8,True,False,1/1/1989,Colombia,
134646,12/18/2018 22:46,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,4,pans,pan,False, noflight,17.39130435,23,12958,10390.0,NNS,147,0.29787234,2,4,81.81818182,pan,78778,9,True,False,1/1/1989,Colombia,
152424,12/18/2018 22:45,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,1,entire,todo,True, noflight,11.11111111,18,11583,777.0,JJ,112,0.787234043,1,1,90.90909091,entire,2021195,9,True,True,1/1/1989,Colombia,
184688,12/18/2018 22:44,es,12988fb1-11a1-46ac-a2cc-84ddc807e1c3,5,rather,mas bien,True, noflight,28.57142857,28,12552,3073.0,RB,38,0.489361702,2,5,81.81818182,rather,1327828,8,True,True,1/1/1989,Colombia,
1934,11/10/2018 10:19,vi,66edb9e6-5b88-44dd-a4ca-44ae0ec8d694,2,sounds,Ã¢m thanh,True, noflight,60.0,20,12312,733.0,NNS,78,0.70212766,2,2,81.81818182,sound,421001,4,True,True,1/1/2003,Vietnam,Vietnamese (Vietnam)
17825,11/10/2018 10:19,vi,66edb9e6-5b88-44dd-a4ca-44ae0ec8d694,1,minutes,phÃºt,True, noflight,54.54545455,22,12607,384.0,NNS,42,0.446808511,2,1,81.81818182,minute,3002134,5,True,True,1/1/2003,Vietnam,Vietnamese (Vietnam)
