,Unnamed: 0,date,language_x,userid,level,word,guess,success,flight,success_rate,offered,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket,model_prediction,model_correct,dob,country,language_y,age
338,339,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,landing,aterrizaje,True, languagerank,34.04255319,47,12462,4176.0,VBG,50,0.553191489,2,3,81.81818182,land,138765,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
339,340,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,landing,aterrizaje,True, languagerank,34.04255319,47,17286,2630.0,VBG,50,0.553191489,2,3,81.81818182,land,138765,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
340,341,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,both,ambos,True, languagerank,50.0,16,9540,329.0,DT,237,0.872340426,1,2,90.90909091,both,4948782,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
341,342,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,3,begins,comienzo,False, noflight,33.33333333,24,12307,305.0,NNS,312,0.70212766,1,3,90.90909091,begin,694281,7,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
342,343,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,packed,empaquetado,False, languagerank,27.27272727,11,17085,2141.0,NNS,10,0.17021276600000002,3,3,45.45454545,pack,279390,8,False,True,1999-01-01,Ecuador,Spanish,19.8881837247633
343,344,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,packed,empaquetado,False, languagerank,27.27272727,11,13946,7623.0,NNS,10,0.17021276600000002,6,3,45.45454545,pack,279390,8,False,True,1999-01-01,Ecuador,Spanish,19.8881837247633
344,345,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,4,glass,vidrio,True, noflight,44.0,25,10692,1170.0,NN,116,0.5106382979999999,2,4,81.81818182,glass,1058937,6,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
350,351,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,late,tarde,True, languagerank,64.0,25,12259,395.0,RB,107,0.787234043,1,2,90.90909091,late,1472192,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
351,352,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,6,phones,audifonos,False, noflight,45.0,20,16288,565.0,NNS,2,0.042553191,2,6,81.81818182,phone,402145,6,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
352,353,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,makes,hechos,False, languagerank,23.07692308,26,12228,34.0,VBZ,255,0.872340426,1,1,90.90909091,make,4250585,8,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
353,354,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,later,tarde,False, languagerank,29.16666667,24,16219,395.0,RB,244,0.787234043,3,3,90.90909091,late,636754,8,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
354,355,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,later,tarde,False, languagerank,29.16666667,24,10777,518.0,RB,244,0.787234043,1,3,90.90909091,late,636754,8,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
355,356,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,darling,querido,True, languagerank,40.90909091,22,12712,12915.0,VBG,131,0.38297872299999997,2,3,81.81818182,darling,25919,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
356,357,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,4,continued,continuÃ³,False, noflight,12.90322581,31,15252,303.0,JJ,433,0.08510638300000001,2,4,81.81818182,continue,747874,9,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
357,358,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,7,ends,finales,True, noflight,42.30769231,26,12598,540.0,NNS,52,0.446808511,2,7,81.81818182,end,397509,6,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
358,359,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,leaving,dejando,True, languagerank,25.0,24,12315,213.0,VBG,108,0.6808510640000001,1,1,90.90909091,leave,988980,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
359,360,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,leaving,dejando,True, languagerank,25.0,24,12315,213.0,VBG,108,0.6808510640000001,1,1,90.90909091,leave,988980,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
360,361,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,3,sounded,sonado,False, noflight,0.0,24,16525,733.0,VBD,4,0.08510638300000001,1,3,90.90909091,sound,136671,10,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
361,362,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,4,others,otros,True, languagerank,55.55555556,27,12471,60505.0,NNS,170,0.531914894,1,4,90.90909091,others,275,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
362,363,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,trees,arboles,True, languagerank,50.0,20,10735,850.0,NNS,72,0.36170212799999996,2,1,81.81818182,tree,776962,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
363,364,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,trees,arboles,True, languagerank,50.0,20,10735,850.0,NNS,72,0.36170212799999996,2,1,81.81818182,tree,776962,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
364,365,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,trying,intentando,True, languagerank,56.0,25,12227,129.0,VBG,237,0.872340426,1,2,90.90909091,try,2957048,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
365,366,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,man,hombre,True, languagerank,59.09090909,22,10041,182.0,NN,984,0.914893617,1,2,90.90909091,man,4081040,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
368,369,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,clock,reloj,True, languagerank,50.0,26,10398,10910.0,NN,44,0.404255319,2,2,81.81818182,clock,359240,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
369,370,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,angles,angulos,True, languagerank,19.23076923,26,17025,12043.0,NNS,6,0.08510638300000001,2,1,81.81818182,angle,179972,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
370,371,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,angles,angulos,True, noflight,19.23076923,26,17025,12043.0,NNS,6,0.08510638300000001,2,1,81.81818182,angle,179972,9,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
373,374,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,tree,arbol,True, languagerank,73.68421053,19,9588,850.0,NN,258,0.659574468,1,1,90.90909091,tree,1063893,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
374,375,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,anyone,nadie,True, languagerank,37.5,24,11312,563.0,NN,99,0.723404255,1,1,90.90909091,anyone,2741058,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
375,376,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,hunted,cazado,True, languagerank,20.0,10,17900,4688.0,VBN,1,0.021276596000000002,5,1,54.54545455,hunt,33955,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
376,377,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,tears,lagrimas,True, languagerank,40.0,25,12676,3682.0,NNS,59,0.404255319,2,2,81.81818182,tear,243326,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
378,379,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,rest,resto,True, languagerank,39.13043478,23,10798,2683.0,NN,124,0.787234043,1,2,90.90909091,rest,1814661,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
379,380,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,together,juntos,True, languagerank,55.17241379,29,9572,342.0,RB,234,0.914893617,1,1,90.90909091,together,4076514,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
390,391,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,shake,sacudir,True, noflight,37.5,16,12547,8030.0,NN,46,0.489361702,2,2,81.81818182,shake,173233,7,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
395,396,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,charm,camara,False, noflight,20.68965517,29,15851,,NN,2,0.042553191,1,11,0.0,charm,174774,8,False,True,1999-01-01,Ecuador,Spanish,19.8909216355184
399,400,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,he,el,True, languagerank,57.14285714,21,10427,32.0,PRP,5714,1.0,1,1,90.90909091,he,38603199,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
400,401,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,words,palabras,True, languagerank,52.17391304,23,10830,318.0,NNS,72,0.595744681,2,1,81.81818182,word,2212396,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
402,403,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,kite,k,False, languagerank,38.095238099999996,21,10040,9517.0,NN,15,0.127659574,2,2,81.81818182,kite,46762,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
403,404,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,5,mouth,mes,False, noflight,41.37931034,29,10528,1975.0,NN,231,0.7446808509999999,1,5,90.90909091,mouth,638980,6,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
404,405,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,body,cuerpo,True, languagerank,68.75,16,10776,292.0,NN,141,0.553191489,1,1,90.90909091,body,4212478,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
405,406,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,emerges,emerge,True, languagerank,17.39130435,23,12546,2731.0,NNS,48,0.489361702,2,2,81.81818182,emerge,53080,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
409,410,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,ball,bola,True, languagerank,77.14285714,35,10026,964.0,NN,84,0.489361702,2,1,81.81818182,ball,1295175,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
410,411,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,ball,pelota,True, languagerank,77.14285714,35,10026,964.0,NN,84,0.489361702,2,1,81.81818182,ball,1295175,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
411,412,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,states,estado,False, languagerank,38.095238099999996,21,16402,201.0,NNS,2,0.042553191,4,1,63.63636364,state,1033435,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
412,413,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,states,estado,False, languagerank,38.095238099999996,21,16143,201.0,NNS,2,0.042553191,4,1,63.63636364,state,1033435,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
413,414,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,princess,princesa,True, languagerank,63.33333333,30,12808,4032.0,NN,305,0.34042553200000003,1,1,90.90909091,princess,238509,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
422,423,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,second,segundo,True, languagerank,57.89473684,19,10716,372.0,JJ,154,0.808510638,1,1,90.90909091,second,3832582,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
423,424,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,second,segundo,True, languagerank,57.89473684,19,10716,372.0,JJ,154,0.808510638,1,1,90.90909091,second,3832582,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
426,427,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,returned,retornado,True, languagerank,20.0,10,12955,522.0,VBN,17,0.319148936,4,2,63.63636364,return,858117,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
428,429,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,helicopter,helicoptero,True, languagerank,70.0,10,15332,5013.0,NN,11,0.08510638300000001,7,1,36.36363636,helicopter,133551,3,False,False,1999-01-01,Ecuador,Spanish,19.8881837247633
436,437,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,guide,guia,True, languagerank,70.0,10,9861,2487.0,NN,16,0.25531914899999997,4,1,63.63636364,guide,1278027,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
437,438,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,thinking,pensando,True, noflight,55.0,20,12342,94.0,VBG,77,0.659574468,2,2,81.81818182,think,1245716,5,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
440,441,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cargo,carga,True, languagerank,10.0,10,14199,5141.0,NN,9,0.14893617,6,1,45.45454545,cargo,173129,9,False,False,1999-01-01,Ecuador,Spanish,19.8881837247633
441,442,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cargo,carga,True, languagerank,10.0,10,14199,5141.0,NN,9,0.14893617,6,1,45.45454545,cargo,173129,9,False,False,1999-01-01,Ecuador,Spanish,19.8881837247633
443,444,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,mutant,mutante,True, languagerank,58.33333333,12,14749,8536.0,NN,21,0.106382979,5,1,54.54545455,mutant,46993,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
444,445,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,bed,cama,True, languagerank,60.0,20,10469,1134.0,NN,242,0.70212766,1,1,90.90909091,bed,1127225,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
446,447,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,humans,humanos,True, languagerank,58.33333333,12,13411,1805.0,NNS,24,0.212765957,4,2,63.63636364,human,537447,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
448,449,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,for,para,True, languagerank,68.0,25,10423,356.0,IN,2796,1.0,1,1,90.90909091,for,142068991,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
449,450,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,6,framing,no,False, noflight,12.0,25,17873,4559.0,VBG,2,0.042553191,2,6,81.81818182,frame,51214,9,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
450,451,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,6,framing,marcando,False, noflight,12.0,25,17873,4559.0,VBG,2,0.042553191,2,6,81.81818182,frame,51214,9,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
453,454,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,panic,panico,True, languagerank,61.11111111,18,12681,8855.0,NN,47,0.404255319,2,1,81.81818182,panic,139940,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
454,455,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,panic,panico,True, languagerank,61.11111111,18,12681,8855.0,NN,47,0.404255319,2,1,81.81818182,panic,139940,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
455,456,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,turn,turno,True, languagerank,45.45454545,33,10023,295.0,NN,260,0.957446809,1,2,90.90909091,turn,2044184,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
456,457,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,turn,turno,True, noflight,45.45454545,33,10023,295.0,NN,260,0.957446809,1,2,90.90909091,turn,2044184,6,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
457,458,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,radios,radios,True, noflight,48.14814815,27,16756,1437.0,N,0,0.0,2,11,0.0,radio,53398,6,False,False,1999-01-01,Ecuador,Spanish,19.8909216355184
459,460,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,might,mito,False, noflight,29.03225806,31,12223,214.0,MD,146,0.872340426,1,2,90.90909091,might,6156747,8,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
460,461,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,smoke,fumar,True, languagerank,51.85185185,27,10262,3566.0,NN,92,0.425531915,2,2,81.81818182,smoke,143729,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
464,465,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,ready,listo,True, languagerank,55.17241379,29,10801,11857.0,JJ,229,0.893617021,1,2,90.90909091,ready,1934137,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
465,466,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,promised,prometido,True, languagerank,14.28571429,14,12916,12239.0,VBN,27,0.319148936,3,3,72.72727273,promise,234984,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
466,467,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,promised,prometido,True, languagerank,14.28571429,14,17192,2846.0,VBN,27,0.319148936,5,3,72.72727273,promise,234984,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
467,468,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,3,sister,hermana,True, noflight,79.16666667,24,9788,1696.0,NN,49,0.36170212799999996,2,3,81.81818182,sister,590285,3,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
484,485,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,precious,precioso,True, languagerank,60.0,15,11130,4103.0,JJ,17,0.25531914899999997,4,2,63.63636364,precious,253047,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
486,487,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,5,shoulders,hombros,True, noflight,58.33333333,24,12639,2097.0,NNS,44,0.425531915,2,5,81.81818182,shoulder,234889,5,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
487,488,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,its,eso,False, languagerank,10.52631579,19,9545,54.0,PRP$,455,0.808510638,1,3,90.90909091,its,24378333,9,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
491,492,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,4,roads,caminos,True, noflight,40.74074074,27,16274,535.0,NNS,6,0.042553191,1,4,90.90909091,road,419611,6,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
492,493,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,minds,pensamientos,False, languagerank,18.75,16,16291,573.0,NNS,1,0.021276596000000002,1,1,90.90909091,mind,327103,9,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
494,495,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,ourselves,nosotros mismos,True, languagerank,50.0,12,12866,2242.0,NNS,23,0.34042553200000003,3,2,72.72727273,ourselves,592075,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
501,502,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,screamed,gritado,False, noflight,35.29411765,17,17896,8117.0,V,0,0.0,1,11,0.0,scream,32744,7,False,True,1999-01-01,Ecuador,Spanish,19.8909216355184
502,503,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,actions,acciones,True, languagerank,62.5,24,16233,430.0,NNS,5,0.08510638300000001,2,1,81.81818182,action,881789,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
508,509,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,reflection,reflexiÃ³n,True, languagerank,42.85714286,14,12897,3813.0,NN,34,0.319148936,3,2,72.72727273,reflection,212191,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
509,510,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,wizard,mago,True, languagerank,57.14285714,14,15251,4644.0,NN,181,0.08510638300000001,3,3,72.72727273,wizard,153221,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
511,512,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,short,corto,True, languagerank,60.86956522,23,9583,562.0,JJ,72,0.574468085,2,1,81.81818182,short,2370510,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
524,525,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,contexts,contexto,False, languagerank,50.0,14,16967,1874.0,N,0,0.0,10,2,9.090909091,context,74877,5,False,True,1999-01-01,Ecuador,Spanish,19.8881837247633
525,526,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,contexts,contexto,False, languagerank,50.0,14,16967,1874.0,N,0,0.0,10,2,9.090909091,context,74877,5,False,True,1999-01-01,Ecuador,Spanish,19.8881837247633
536,537,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,boss,jefe,True, languagerank,60.0,10,12650,2532.0,NN,36,0.425531915,3,3,72.72727273,boss,418517,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
537,538,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,shrug,ni puta idea,False, noflight,8.333333332999999,24,15840,,NN,3,0.063829787,2,11,0.0,shrug,12473,10,False,True,1999-01-01,Ecuador,Spanish,19.8909216355184
541,542,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,assume,asumir,True, languagerank,66.66666667,12,11172,1199.0,VB,8,0.106382979,8,3,27.27272727,assume,600953,4,False,False,1999-01-01,Ecuador,Spanish,19.8881837247633
594,595,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,1,came,cama,False, noflight,39.13043478,23,10421,87.0,VBD,108,0.787234043,1,1,90.90909091,come,3414297,7,True,False,2008-01-01,Panama,Spanish,10.965332574019401
595,596,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,6,deals,ofertas,True, noflight,22.91666667,48,16466,959.0,NNS,1,0.021276596000000002,2,6,81.81818182,deal,195305,8,True,True,2008-01-01,Panama,Spanish,10.965332574019401
596,597,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,6,deals,ofertas,True, noflight,22.91666667,48,16499,959.0,NNS,1,0.021276596000000002,2,6,81.81818182,deal,195305,8,True,True,2008-01-01,Panama,Spanish,10.965332574019401
597,598,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,1,closer,mas,False, noflight,38.095238099999996,21,12494,1252.0,NN,115,0.5106382979999999,2,1,81.81818182,close,281500,7,True,False,2008-01-01,Panama,Spanish,10.965332574019401
598,599,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,1,closer,mas cerca,True, noflight,38.095238099999996,21,12494,1252.0,NN,115,0.5106382979999999,2,1,81.81818182,close,281500,7,True,True,2008-01-01,Panama,Spanish,10.965332574019401
599,600,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,2,kettle,tetera,True, noflight,41.17647059,17,12121,9586.0,NN,4,0.063829787,2,2,81.81818182,kettle,51390,6,True,True,2008-01-01,Panama,Spanish,10.965332574019401
600,601,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,7,faster,mas rapido,True, noflight,30.0,20,12683,1104.0,NN,47,0.404255319,2,7,81.81818182,fast,550534,7,True,True,2008-01-01,Panama,Spanish,10.965332574019401
601,602,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,6,listened,escuchado,True, noflight,38.88888889,18,16628,1173.0,VBN,1,0.021276596000000002,2,6,81.81818182,listen,140469,7,True,True,2008-01-01,Panama,Spanish,10.965332574019401
602,603,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,3,lock,cerrado,False, noflight,23.07692308,26,10152,2981.0,NN,54,0.425531915,2,3,81.81818182,lock,156101,8,True,False,2008-01-01,Panama,Spanish,10.965332574019401
603,604,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,1,you,yo,False, noflight,70.58823529,17,9537,11.0,PRP,12629,1.0,1,1,90.90909091,you,131164406,3,True,False,2008-01-01,Panama,Spanish,10.965332574019401
604,605,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,5,last,lejos,False, noflight,27.27272727,22,12180,152.0,JJ,305,0.957446809,1,5,90.90909091,last,7935918,8,True,False,2008-01-01,Panama,Spanish,10.965332574019401
605,606,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,5,hotter,mas caliente,False, noflight,14.28571429,28,16414,830.0,NN,4,0.08510638300000001,2,5,81.81818182,hot,54054,9,True,False,2008-01-01,Panama,Spanish,10.965332574019401
606,607,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,1,boat,bote,True, noflight,72.0,25,10626,1488.0,NN,109,0.319148936,2,1,81.81818182,boat,747834,3,True,True,2008-01-01,Panama,Spanish,10.965332574019401
607,608,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,5,couples,parejas,True, noflight,14.28571429,14,16312,620.0,NNS,3,0.063829787,2,5,81.81818182,couple,240986,9,True,True,2008-01-01,Panama,Spanish,10.965332574019401
608,609,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,2,away,lejos,True, noflight,33.33333333,24,10416,441.0,RB,1005,0.957446809,1,2,90.90909091,away,3327658,7,True,True,2008-01-01,Panama,Spanish,10.965332574019401
609,610,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,2,then,entonces,True, noflight,38.095238099999996,21,10445,77.0,RB,1541,0.978723404,1,2,90.90909091,then,16718847,7,True,True,2008-01-01,Panama,Spanish,10.965332574019401
610,611,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,2,mornings,maÃ±ana,False, noflight,37.5,24,16435,855.0,NNS,2,0.042553191,1,2,90.90909091,morning,84640,7,True,False,2008-01-01,Panama,Spanish,10.965332574019401
611,612,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,2,ago,hace,True, noflight,19.04761905,21,9592,497.0,RB,46,0.489361702,2,2,81.81818182,ago,3004720,9,True,True,2008-01-01,Panama,Spanish,10.965332574019401
612,613,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,6,rise,subir,True, noflight,21.42857143,28,9791,2218.0,NN,54,0.489361702,2,6,81.81818182,rise,334925,8,True,True,2008-01-01,Panama,Spanish,10.965332574019401
613,614,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,3,cars,carros,True, noflight,69.56521739,23,13045,283.0,NNS,75,0.276595745,2,3,81.81818182,car,1117308,4,True,True,2008-01-01,Panama,Spanish,10.965332574019401
614,615,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,3,cars,carros,True, noflight,69.56521739,23,13045,283.0,NNS,75,0.276595745,2,3,81.81818182,car,1117308,4,True,True,2008-01-01,Panama,Spanish,10.965332574019401
615,616,2018-12-19,es,a471df7c-f1ec-4cff-9079-002c1dbf02d9,11,how,como,False, noflight,14.81481481,27,10430,65.0,WRB,880,0.978723404,1,11,0.0,how,20919313,9,False,True,2008-01-01,Panama,Spanish,10.965332574019401
